asset,amount,activity_type,timestamp,user_id
NGN,5000,withdrawal,2025-01-17T23:08:09.418362Z,571-1551-1521-1971-154
NGN,40100,withdrawal,2025-03-12T12:03:21.937478Z,521-11001-1521-1571-1101
LTC,0.05035894,deposit,2025-01-17T23:10:08.887765Z,491-1521-1521-1571-1100
NGN,15400,withdrawal,2025-01-17T23:10:32.592174Z,531-1981-1521-1561-149
SOL,0.02278734,deposit,2025-01-17T23:10:33.77136Z,1001-11001-1521-1981-156
NGN,430981,withdrawal,2025-03-12T16:27:32.908971Z,991-1981-1521-1971-153
NGN,225000,deposit,2025-03-12T17:34:16.505447Z,481-11011-1521-1971-1100
NGN,4000,deposit,2025-03-12T17:53:27.270231Z,541-1551-1521-1561-154
BTC,0.00136967,deposit,2025-01-17T23:11:08.187663Z,541-11021-1521-1561-149
NGN,10000,withdrawal,2025-03-12T12:03:45.757061Z,491-1501-1521-1561-157
BTC,0.0047999,deposit,2025-01-17T23:11:16.024211Z,521-11001-1521-1561-198
BTC,0.00052696,deposit,2025-01-17T23:11:21.623897Z,1001-1551-1521-1981-149
NGN,43825,withdrawal,2025-01-17T23:11:28.983221Z,491-1981-1521-1981-155
NGN,8118,withdrawal,2025-03-12T17:34:19.756519Z,991-1481-1521-1561-197
NGN,35000,deposit,2025-01-17T23:11:49.088185Z,531-1501-1521-1561-197
SOL,0.0227697,deposit,2025-01-17T23:13:43.600184Z,1001-11001-1521-1981-156
NGN,50000,withdrawal,2025-01-17T23:13:44.200922Z,971-1981-1521-1981-199
NGN,6150,withdrawal,2025-03-12T12:04:01.266139Z,541-1481-1521-1571-1100
NGN,19947,withdrawal,2025-01-17T23:14:32.377796Z,1001-11001-1521-1561-154
LTC,0.1027,withdrawal,2025-01-17T22:57:23.694281Z,521-1981-1521-1571-148
NGN,10000,withdrawal,2025-01-17T23:15:09.583784Z,491-11021-1521-1571-1100
NGN,60000,withdrawal,2025-01-17T23:16:43.139713Z,971-1981-1521-1981-199
NGN,50000,withdrawal,2025-01-17T23:17:15.483094Z,541-1511-1521-1971-152
NGN,15000,withdrawal,2025-03-12T16:27:52.764216Z,501-1541-1521-1571-199
NGN,30000,withdrawal,2025-01-17T23:18:11.522974Z,991-1491-1521-1971-154
NGN,30000,deposit,2025-01-17T23:18:11.533306Z,541-1981-1521-1571-1101
NGN,3000,withdrawal,2025-03-12T12:04:27.226875Z,991-1491-1521-1971-152
NGN,60000,withdrawal,2025-03-12T12:04:35.529394Z,531-11001-1521-1571-198
ETH,0.0096085,deposit,2025-01-17T23:20:21.301786Z,1001-11021-1521-1971-1100
NGN,2000,withdrawal,2025-03-12T12:04:33.757415Z,991-1491-1521-1971-152
NGN,2000,deposit,2025-03-12T12:04:33.785381Z,551-11021-1521-1971-199
TRX,14.061566,withdrawal,2025-01-17T23:20:40.89039Z,571-1981-1521-1571-1101
NGN,50000,withdrawal,2025-01-17T23:21:33.990334Z,561-1501-1521-1561-199
NGN,50000,withdrawal,2025-01-17T23:21:38.563637Z,561-1501-1521-1561-199
NGN,155697,withdrawal,2025-01-17T23:21:57.742516Z,521-11001-1521-1981-157
NGN,155697,deposit,2025-01-17T23:21:57.749841Z,1021-1501-1521-1981-157
NGN,1000,withdrawal,2025-03-12T16:27:56.550484Z,971-1571-1521-1981-155
NGN,10100,withdrawal,2025-01-17T23:23:34.069877Z,1001-11021-1521-1971-1100
USDT,40,withdrawal,2025-01-17T23:23:37.753657Z,501-1481-1521-1981-149
NGN,33788,withdrawal,2025-03-12T12:04:46.317377Z,541-1481-1521-1571-1100
NGN,19998,withdrawal,2025-01-17T23:24:28.047487Z,1001-11001-1521-1561-154
BTC,0.0032583,deposit,2025-01-17T23:25:27.503287Z,541-1511-1521-1971-152
BTC,0.00874764,deposit,2025-01-17T23:25:32.180718Z,971-1511-1521-1571-157
USDT,10.58,deposit,2025-03-12T14:03:55.842304Z,971-1991-1521-1981-155
BTC,0.00094883,deposit,2025-01-17T23:25:57.084951Z,511-11001-1521-1571-153
NGN,35150,deposit,2025-01-17T23:26:10.733388Z,991-1521-1521-1571-198
NGN,52373,withdrawal,2025-01-17T23:27:12.206626Z,541-1531-1521-1971-198
NGN,4993,withdrawal,2025-01-17T23:27:27.872186Z,521-11011-1521-1561-156
NGN,21614,deposit,2025-01-17T23:28:41.218227Z,1021-1501-1521-1981-157
NGN,16052,withdrawal,2025-01-17T23:30:06.165992Z,1001-11001-1521-1981-156
NGN,4500,withdrawal,2025-03-12T12:05:12.112288Z,511-1561-1521-1981-199
NGN,2000000,withdrawal,2025-01-17T23:31:02.017826Z,491-1541-1521-1571-156
NGN,1273750,withdrawal,2025-01-17T23:32:00.01138Z,491-1541-1521-1571-156
NGN,385000,deposit,2025-03-12T12:05:20.819563Z,991-1491-1521-1971-154
BTC,0.00094788,deposit,2025-01-17T23:32:25.021906Z,971-1511-1521-1571-148
BTC,0.00185204,deposit,2025-01-17T23:32:42.277489Z,501-1561-1521-1571-155
NGN,4237,withdrawal,2025-01-18T09:03:17.375775Z,1021-1521-1521-1571-198
USDT,1039.66,deposit,2025-01-17T23:33:36.810077Z,971-1551-1521-1561-198
TRX,77.847004,deposit,2025-01-17T23:34:18.481739Z,531-11001-1521-1971-198
XRP,29.424599,deposit,2025-01-17T23:35:40.513297Z,521-11001-1521-1981-157
NGN,25000,withdrawal,2025-01-17T23:37:03.802749Z,511-11021-1521-1981-148
BTC,0.00057353,deposit,2025-01-17T23:36:39.593963Z,1011-1551-1521-1571-199
BTC,0.00240314,deposit,2025-01-17T23:36:50.70366Z,1001-1551-1521-1981-149
ETH,0.02670477,deposit,2025-01-17T23:37:03.799846Z,531-1981-1521-1981-150
NGN,10100,withdrawal,2025-01-17T23:37:29.775137Z,1011-1481-1521-1981-149
NGN,40000,withdrawal,2025-01-17T23:38:03.158382Z,481-1551-1521-1561-151
NGN,10000,withdrawal,2025-01-17T23:38:06.076697Z,531-1551-1521-1561-1100
NGN,60000,withdrawal,2025-01-17T23:38:10.431189Z,481-1551-1521-1561-151
BTC,0.00194054,deposit,2025-01-17T23:40:37.406624Z,571-1511-1521-1561-199
NGN,34900,withdrawal,2025-03-12T12:05:37.27554Z,511-1551-1521-1571-197
NGN,3000,withdrawal,2025-01-17T23:41:29.079699Z,531-11001-1521-1981-148
NGN,50022,withdrawal,2025-03-12T12:05:50.97511Z,481-1571-1521-1981-151
NGN,200000,withdrawal,2025-03-12T12:05:54.657122Z,501-1481-1521-1981-149
NGN,4573,withdrawal,2025-04-01T12:41:14.83465Z,1011-1531-1521-1561-199
USDT,102.16,deposit,2025-01-17T23:44:54.24424Z,971-1551-1521-1561-198
NGN,60000,withdrawal,2025-01-17T23:45:31.9104Z,971-1511-1521-1571-148
NGN,40000,withdrawal,2025-03-12T17:08:45.561169Z,1011-1481-1521-1571-197
NGN,1000000,withdrawal,2025-01-17T23:46:01.807528Z,971-1511-1521-1571-157
SOL,0.07,deposit,2025-01-17T23:46:21.871959Z,491-1511-1521-1561-157
NGN,7550,deposit,2025-01-17T23:47:01.699792Z,521-1981-1521-1571-148
DOGE,30,deposit,2025-01-17T23:47:37.277389Z,491-1511-1521-1561-157
NGN,5000,withdrawal,2025-03-12T12:06:13.770197Z,1021-1521-1521-1571-198
NGN,4795,withdrawal,2025-04-01T12:41:33.287871Z,501-1541-1521-1571-199
USDT,10,deposit,2025-01-17T23:48:24.653883Z,491-1511-1521-1561-157
NGN,20100,withdrawal,2025-03-12T12:06:18.390448Z,1001-11021-1521-1971-1100
NGN,20002,withdrawal,2025-01-17T23:48:41.484248Z,1001-11001-1521-1561-154
LTC,0.030984,withdrawal,2025-01-17T23:48:32.376466Z,521-1981-1521-1571-148
NGN,20000,withdrawal,2025-03-12T17:08:38.020972Z,1011-1481-1521-1571-197
TRX,100,deposit,2025-01-17T23:48:55.750704Z,491-1511-1521-1561-157
LTC,0.150975,withdrawal,2025-01-17T23:16:46.680501Z,531-1501-1521-1561-197
NGN,10000,withdrawal,2025-01-17T23:49:33.832653Z,491-11021-1521-1571-1100
NGN,150000,withdrawal,2025-03-12T15:30:49.267846Z,491-1981-1521-1561-1101
BTC,0.0085552,deposit,2025-03-12T16:28:25.38101Z,1001-1571-1521-1571-150
NGN,4949,withdrawal,2025-01-17T23:49:51.14923Z,571-1991-1521-1981-154
NGN,6732,withdrawal,2025-03-12T15:30:50.785398Z,511-1541-1521-1971-153
NGN,20000,withdrawal,2025-03-12T17:34:33.501931Z,1011-1551-1521-1571-198
NGN,20000,withdrawal,2025-01-17T23:51:00.902899Z,561-1501-1521-1561-199
NGN,4358,withdrawal,2025-01-17T23:51:13.478356Z,491-1521-1521-1571-1100
NGN,4905,withdrawal,2025-01-17T23:51:20.267386Z,491-1521-1521-1571-1100
NGN,10000,withdrawal,2025-03-12T17:09:02.379998Z,561-1511-1521-1561-155
NGN,450000,withdrawal,2025-01-17T23:52:32.271142Z,971-1531-1521-1571-154
NGN,5076,withdrawal,2025-01-17T23:53:07.718064Z,481-1511-1521-1561-199
NGN,50000,withdrawal,2025-01-17T23:53:13.335952Z,1011-1521-1521-1561-199
NGN,6300,withdrawal,2025-01-17T23:53:48.975637Z,1011-11001-1521-1981-1101
NGN,8000,withdrawal,2025-01-17T23:54:54.073484Z,531-11001-1521-1981-148
NGN,7416,withdrawal,2025-03-12T12:06:42.339628Z,531-1531-1521-1571-199
NGN,2200,withdrawal,2025-01-17T23:56:47.243018Z,1011-11001-1521-1981-1101
NGN,12000,withdrawal,2025-03-12T12:06:44.149069Z,491-1981-1521-1981-199
NGN,100150,deposit,2025-01-17T23:57:01.834489Z,1001-11001-1521-1561-154
NGN,40100,withdrawal,2025-01-17T23:57:04.538067Z,1001-11021-1521-1971-1100
NGN,44000,withdrawal,2025-01-17T23:57:11.568085Z,991-1981-1521-1981-153
NGN,439000,withdrawal,2025-01-17T23:59:03.394122Z,1011-1981-1521-1971-1102
NGN,10008,withdrawal,2025-01-17T23:59:29.699718Z,1001-1511-1521-1981-197
NGN,50000,withdrawal,2025-01-18T00:00:01.196549Z,491-1531-1521-1571-1101
NGN,10100,withdrawal,2025-01-18T00:00:02.300515Z,511-1521-1521-1981-150
NGN,49235,withdrawal,2025-01-18T00:00:04.844168Z,971-1501-1521-1971-153
NGN,37677,withdrawal,2025-03-12T15:30:56.461413Z,531-1531-1521-1571-199
NGN,40000,withdrawal,2025-03-12T16:28:48.645048Z,971-1531-1521-1561-1102
NGN,20000,withdrawal,2025-01-18T00:00:07.95135Z,991-1481-1521-1561-198
NGN,35408,withdrawal,2025-01-18T00:00:08.132816Z,1001-11011-1521-1571-148
USDT,14.222467,deposit,2025-03-12T14:06:05.799977Z,521-1491-1521-1971-197
NGN,3200,deposit,2025-03-12T14:06:11.300456Z,991-1481-1521-1971-156
BNB,0.00136869,deposit,2025-01-18T00:00:30.160167Z,1001-11011-1521-1571-1101
NGN,6000,withdrawal,2025-01-18T00:00:30.830448Z,481-11001-1521-1981-149
NGN,10000,withdrawal,2025-01-18T00:01:05.933293Z,1001-1981-1521-1571-153
NGN,1983,withdrawal,2025-04-01T12:43:29.495136Z,1001-11001-1521-1971-156
NGN,50000,withdrawal,2025-01-18T00:02:49.436561Z,1011-1481-1521-1971-148
TRX,78.169646,deposit,2025-01-18T00:02:54.39756Z,531-11001-1521-1971-198
SOL,0.01314797,deposit,2025-03-12T12:08:08.750147Z,511-1991-1521-1571-154
NGN,1087,deposit,2025-03-12T14:06:16.906359Z,481-11021-1521-1571-153
NGN,10000,withdrawal,2025-01-18T00:05:15.811978Z,491-11021-1521-1571-1100
NGN,60000,withdrawal,2025-01-18T00:05:16.240306Z,971-1511-1521-1571-148
NGN,845,withdrawal,2025-01-18T00:06:21.970377Z,1001-1511-1521-1981-197
NGN,900,withdrawal,2025-03-12T12:07:55.347009Z,481-1531-1521-1561-1100
NGN,10000,withdrawal,2025-03-12T12:07:57.095355Z,1001-1491-1521-1561-156
NGN,33000,withdrawal,2025-01-18T00:07:02.530876Z,541-1511-1521-1971-152
NGN,110200,withdrawal,2025-01-18T00:07:24.553652Z,541-11021-1521-1561-149
NGN,156634,withdrawal,2025-01-18T00:08:02.951984Z,521-11001-1521-1981-157
NGN,506000,withdrawal,2025-01-18T00:08:49.735301Z,971-1541-1521-1571-198
NGN,50000,withdrawal,2025-01-18T00:10:34.229377Z,1011-1481-1521-1971-148
NGN,3880,withdrawal,2025-03-12T14:06:35.733905Z,491-1491-1521-1561-151
LTC,2.97027022,deposit,2025-03-12T15:31:30.608729Z,971-1561-1521-1981-198
NGN,60000,withdrawal,2025-03-12T17:34:38.676631Z,491-1491-1521-1981-153
NGN,13000,withdrawal,2025-03-12T14:06:45.494597Z,561-1481-1521-1981-197
NGN,20000,withdrawal,2025-03-12T15:31:38.808619Z,551-11021-1521-1981-155
BTC,0.00222031,deposit,2025-01-18T00:11:40.602076Z,1001-1551-1521-1981-149
BTC,0.0046032,deposit,2025-01-18T00:11:45.37338Z,481-1551-1521-1561-157
USDT,25.24,deposit,2025-03-12T15:31:44.681593Z,571-11011-1521-1561-199
NGN,7000,withdrawal,2025-03-12T12:09:22.293925Z,481-11001-1521-1981-149
NGN,142393,withdrawal,2025-03-12T16:29:30.717789Z,1001-1551-1521-1571-148
NGN,40100,withdrawal,2025-03-12T17:09:14.991173Z,561-11011-1521-1571-1100
BTC,0.00129685,deposit,2025-03-12T15:31:47.297409Z,571-11011-1521-1561-150
NGN,32888,withdrawal,2025-03-12T15:31:47.549399Z,1001-11001-1521-1571-155
BTC,0.00024008,deposit,2025-01-18T00:12:02.794255Z,991-1491-1521-1571-198
BTC,0.00043613,deposit,2025-01-18T00:12:03.91739Z,991-1531-1521-1981-154
BTC,0.00196307,deposit,2025-01-18T00:12:05.381376Z,481-1551-1521-1981-157
NGN,18000,withdrawal,2025-03-12T14:07:37.432097Z,1011-11021-1521-1561-151
NGN,12346,withdrawal,2025-03-12T14:07:49.273507Z,981-1541-1521-1981-154
BTC,0.0615165,deposit,2025-03-12T15:31:52.061078Z,531-11001-1521-1981-149
USDT,56,deposit,2025-03-12T16:29:32.491384Z,521-1491-1521-1571-148
NGN,5000,withdrawal,2025-01-18T00:13:37.575058Z,531-11001-1521-1981-148
USDT,20.17,deposit,2025-03-12T16:29:37.810538Z,561-1561-1521-1981-1102
NGN,15000,withdrawal,2025-03-12T16:29:49.334298Z,1011-11011-1521-1981-197
NGN,50045,withdrawal,2025-01-18T00:14:58.814932Z,981-1551-1521-1571-156
NGN,38634,withdrawal,2025-01-18T00:18:23.737492Z,971-1511-1521-1571-148
NGN,15000,withdrawal,2025-01-18T00:18:26.274634Z,491-11021-1521-1971-156
NGN,300000,withdrawal,2025-01-18T00:18:26.953244Z,491-1981-1521-1971-157
NGN,50000,withdrawal,2025-01-18T00:18:41.369158Z,541-1511-1521-1971-152
NGN,10000,withdrawal,2025-01-18T00:20:04.245491Z,481-1551-1521-1561-151
NGN,30000,withdrawal,2025-01-18T00:20:11.169155Z,481-1551-1521-1561-151
NGN,1000000,withdrawal,2025-03-12T12:10:04.743719Z,991-1491-1521-1971-154
SOL,0.2984655,deposit,2025-01-18T00:23:00.78411Z,491-11021-1521-1971-198
NGN,1900,deposit,2025-01-18T00:24:04.712633Z,481-11021-1521-1571-153
NGN,5100,withdrawal,2025-01-18T00:24:48.899015Z,1001-11021-1521-1971-1100
ETH,0.00313054,deposit,2025-01-18T00:25:13.145121Z,561-1981-1521-1981-197
NGN,135000,withdrawal,2025-01-18T00:25:16.258496Z,1001-1991-1521-1571-149
NGN,13000,withdrawal,2025-01-18T00:25:24.339376Z,1001-1991-1521-1571-149
NGN,20100,withdrawal,2025-01-18T00:25:27.631382Z,561-11011-1521-1971-155
NGN,5100,withdrawal,2025-01-18T00:25:43.053141Z,561-11011-1521-1971-155
ETH,0.00282424,deposit,2025-03-12T14:08:31.684023Z,521-1571-1521-1561-154
NGN,40150,withdrawal,2025-01-18T00:28:08.816308Z,991-1491-1521-1571-198
NGN,22434,withdrawal,2025-01-18T00:31:16.087613Z,541-1511-1521-1561-197
NGN,105153,withdrawal,2025-01-18T00:31:21.658828Z,491-11021-1521-1971-198
NGN,30433,withdrawal,2025-01-18T00:31:23.322281Z,541-1511-1521-1561-197
ADA,1767.329624,deposit,2025-01-18T00:31:57.81822Z,511-1511-1521-1981-150
NGN,21100,withdrawal,2025-01-18T00:32:58.175922Z,541-11021-1521-1561-149
ETH,0.04319308,deposit,2025-01-18T00:33:06.454849Z,511-1511-1521-1981-150
BNB,0.14512198,deposit,2025-03-12T14:08:58.612075Z,991-1971-1521-1971-149
USDT,20,deposit,2025-01-18T00:34:47.78293Z,521-1501-1521-1571-155
NGN,19994,withdrawal,2025-01-18T00:35:10.164949Z,1001-11001-1521-1561-154
NGN,20337,deposit,2025-03-12T12:10:52.425307Z,1021-1501-1521-1981-157
BTC,0.000817,deposit,2025-03-12T15:32:03.263944Z,531-11001-1521-1981-149
NGN,20000,withdrawal,2025-01-18T00:38:01.0014Z,491-1541-1521-1571-1100
NGN,10000,withdrawal,2025-01-18T00:38:06.441389Z,491-1541-1521-1571-1100
NGN,230937,withdrawal,2025-03-12T12:10:44.293969Z,551-11011-1521-1561-1102
ETH,0.02675596,deposit,2025-01-18T00:39:44.1858Z,521-1501-1521-1981-1102
NGN,309200,withdrawal,2025-01-18T00:40:09.340001Z,501-1561-1521-1571-155
NGN,10000,withdrawal,2025-01-18T00:42:13.90093Z,561-1521-1521-1971-154
DOGE,25.644,deposit,2025-01-18T00:42:06.003426Z,551-1501-1521-1571-153
NGN,14993,withdrawal,2025-01-18T00:42:56.044542Z,1001-11001-1521-1561-154
TRX,31.766841,deposit,2025-01-18T00:43:55.163917Z,531-11001-1521-1971-198
NGN,19860,withdrawal,2025-03-12T12:10:44.46131Z,571-1511-1521-1561-199
NGN,27000,withdrawal,2025-01-18T00:45:41.236053Z,991-1971-1521-1571-1100
NGN,771400,withdrawal,2025-01-18T00:45:47.439561Z,481-1551-1521-1561-157
NGN,19999,withdrawal,2025-01-18T00:47:19.773427Z,1001-11001-1521-1561-154
NGN,10000,withdrawal,2025-01-18T00:48:39.637829Z,561-11021-1521-1971-198
NGN,75000,deposit,2025-01-18T00:48:44.383111Z,521-1491-1521-1981-198
NGN,7321,withdrawal,2025-01-18T00:50:30.422279Z,991-1491-1521-1981-156
NGN,27815,withdrawal,2025-01-18T00:50:37.800216Z,991-1491-1521-1981-156
BTC,0.01894095,deposit,2025-01-18T00:50:50.175149Z,511-1511-1521-1981-150
BTC,0.00934061,deposit,2025-01-18T00:50:52.134005Z,511-11011-1521-1981-1100
BTC,0.01879089,deposit,2025-01-18T00:50:54.176245Z,551-11021-1521-1561-1102
BTC,0.00608669,deposit,2025-01-18T00:50:56.71689Z,991-1981-1521-1981-197
BTC,0.00013412,deposit,2025-01-18T00:50:57.472728Z,1001-1561-1521-1561-150
BTC,0.00367044,deposit,2025-01-18T00:51:27.162149Z,1001-1551-1521-1981-149
NGN,30000,withdrawal,2025-03-12T12:11:58.955695Z,571-1561-1521-1561-155
NGN,76924,withdrawal,2025-03-12T14:09:18.685824Z,491-1561-1521-1571-153
NGN,5000,withdrawal,2025-03-12T14:09:20.968376Z,991-1531-1521-1981-154
NGN,14999,withdrawal,2025-01-18T00:52:09.146734Z,1001-11001-1521-1561-154
XRP,60.462743,deposit,2025-01-18T00:52:24.244073Z,521-11001-1521-1981-157
NGN,20000,withdrawal,2025-03-12T12:12:04.221381Z,571-1561-1521-1561-155
NGN,3188,withdrawal,2025-01-18T00:52:58.081326Z,971-1481-1521-1571-153
NGN,7000,withdrawal,2025-03-12T12:12:26.614274Z,1011-11011-1521-1981-197
NGN,19999,withdrawal,2025-01-18T00:56:09.998414Z,1001-11001-1521-1561-154
SOL,0.10549385,deposit,2025-03-12T14:09:26.432336Z,521-1511-1521-1981-152
NGN,1127801,withdrawal,2025-04-01T10:51:17.068511Z,511-11001-1521-1571-153
NGN,5000,withdrawal,2025-03-12T12:12:30.818041Z,511-1571-1521-1981-153
NGN,30000,withdrawal,2025-03-12T12:12:33.780698Z,1011-11011-1521-1981-197
NGN,100000,deposit,2025-03-12T15:32:12.043527Z,481-11011-1521-1971-1100
BTC,0.00099451,deposit,2025-01-18T00:57:59.281799Z,571-1991-1521-1561-197
BTC,0.00034784,deposit,2025-01-18T00:58:02.43174Z,981-1571-1521-1981-152
BTC,0.0081015,deposit,2025-01-18T00:58:03.727044Z,1021-1971-1521-1571-151
BTC,0.00296464,deposit,2025-01-18T00:58:04.896966Z,541-1981-1521-1971-149
LTC,0.211975,withdrawal,2025-01-18T00:53:36.594468Z,521-1491-1521-1981-198
NGN,13200,withdrawal,2025-01-18T00:59:10.298074Z,1021-1551-1521-1561-152
LTC,0.006975,withdrawal,2025-01-18T00:26:41.399047Z,481-11021-1521-1571-153
NGN,23800,withdrawal,2025-01-18T01:00:04.358967Z,531-1491-1521-1971-153
NGN,4949,withdrawal,2025-01-18T01:00:04.774402Z,541-1561-1521-1981-1102
NGN,16859,withdrawal,2025-01-18T01:00:05.208402Z,991-1491-1521-1971-149
NGN,3600,withdrawal,2025-01-18T01:00:07.006074Z,1011-1561-1521-1571-153
NGN,40100,withdrawal,2025-01-18T01:00:10.445239Z,1021-1981-1521-1981-1100
USDT,31.4,deposit,2025-01-18T01:01:25.895409Z,1011-1481-1521-1981-149
NGN,14003,withdrawal,2025-01-18T01:02:02.114431Z,981-11021-1521-1971-1100
NGN,314407,withdrawal,2025-01-18T01:02:36.257265Z,521-11001-1521-1981-157
BTC,0.00061361,deposit,2025-03-12T12:12:38.311435Z,1001-1981-1521-1571-1101
NGN,2000000,withdrawal,2025-03-12T15:32:18.775961Z,491-1981-1521-1571-155
NGN,1150000,withdrawal,2025-03-12T16:30:16.023761Z,501-1541-1521-1571-199
NGN,146000,withdrawal,2025-01-18T01:04:12.285381Z,1001-1991-1521-1571-149
NGN,50598,withdrawal,2025-01-18T01:04:18.523773Z,491-1531-1521-1571-1101
NGN,5000,withdrawal,2025-01-18T01:04:25.658271Z,531-1551-1521-1561-1100
XRP,40.443363,deposit,2025-01-18T01:04:32.046838Z,521-11001-1521-1981-157
BTC,0.00946984,deposit,2025-01-18T01:04:40.923483Z,511-11011-1521-1981-1100
NGN,9150,deposit,2025-01-18T01:05:33.642221Z,501-1981-1521-1561-149
NGN,24768,withdrawal,2025-03-12T12:12:42.02953Z,481-1531-1521-1571-1101
NGN,4000,withdrawal,2025-03-12T15:32:27.799553Z,1021-1991-1521-1971-199
BTC,0.00036154,deposit,2025-03-12T12:12:53.692082Z,1011-1501-1521-1561-1100
NGN,6000,withdrawal,2025-03-12T15:32:33.905506Z,1011-1531-1521-1561-199
BTC,0.00354,deposit,2025-01-18T01:08:49.989766Z,981-1541-1521-1571-153
NGN,6000,deposit,2025-03-12T15:32:33.913935Z,551-11021-1521-1971-199
NGN,41786,withdrawal,2025-03-12T16:30:28.682607Z,551-1991-1521-1561-1101
LTC,0.003733,withdrawal,2025-03-12T16:20:08.06167Z,481-1971-1521-1971-154
LTC,2.23,withdrawal,2025-03-12T16:20:55.659004Z,971-11021-1521-1571-1101
NGN,8505,withdrawal,2025-03-12T14:09:48.486074Z,531-1531-1521-1571-199
NGN,209920,withdrawal,2025-01-18T01:11:00.987028Z,521-11001-1521-1981-157
NGN,7100,withdrawal,2025-01-18T01:13:08.741196Z,561-1981-1521-1981-197
NGN,33462,withdrawal,2025-01-18T01:11:52.544827Z,481-11011-1521-1971-1101
NGN,135000,withdrawal,2025-03-12T12:13:16.42341Z,521-1551-1521-1561-153
NGN,50000,deposit,2025-03-12T16:30:37.880961Z,981-1501-1521-1981-149
NGN,5100,withdrawal,2025-01-18T01:12:57.326045Z,561-1981-1521-1981-197
LTC,0.058975,withdrawal,2025-01-18T00:54:22.999851Z,521-1491-1521-1981-198
NGN,324936,withdrawal,2025-01-18T01:17:42.845365Z,571-1511-1521-1561-199
NGN,50000,withdrawal,2025-01-18T01:19:07.581383Z,541-1991-1521-1561-157
NGN,30000,withdrawal,2025-01-18T01:19:26.862803Z,561-1521-1521-1971-154
NGN,15000,withdrawal,2025-01-18T01:21:50.166532Z,481-1551-1521-1561-151
NGN,721557,withdrawal,2025-03-12T12:13:50.637182Z,541-1531-1521-1971-198
XRP,29.57568,deposit,2025-01-18T01:22:49.053088Z,521-11001-1521-1981-157
SOL,3.25757852,deposit,2025-03-12T16:30:42.48996Z,521-1511-1521-1981-152
USDT,30,deposit,2025-01-18T01:22:59.337558Z,1001-1531-1521-1571-149
NGN,20999,withdrawal,2025-01-18T01:23:13.279875Z,551-11001-1521-1561-153
NGN,10000,withdrawal,2025-01-18T01:23:14.990185Z,491-1541-1521-1571-1100
LTC,0.03696987,withdrawal,2025-01-18T01:08:11.699577Z,501-1981-1521-1561-149
NGN,8903,withdrawal,2025-01-18T01:24:25.740262Z,571-1561-1521-1561-155
TRX,52.3,deposit,2025-01-18T01:24:35.801524Z,971-11011-1521-1571-1102
NGN,38353,withdrawal,2025-03-12T12:14:16.35869Z,491-1991-1521-1981-199
NGN,10000,deposit,2025-03-12T15:32:41.729395Z,551-11021-1521-1971-199
NGN,49081,withdrawal,2025-01-18T01:26:12.286326Z,1001-1531-1521-1571-149
NGN,2764,withdrawal,2025-01-18T01:27:57.420715Z,971-11011-1521-1571-1102
NGN,3162610,withdrawal,2025-01-18T01:28:22.938909Z,511-11011-1521-1981-1100
USDT,10,deposit,2025-01-18T01:31:26.709543Z,971-1561-1521-1971-1102
NGN,1670,deposit,2025-05-26T12:50:36.552884Z,491-1991-1521-1571-152
USDT,126,deposit,2025-01-18T01:31:42.964306Z,981-11001-1521-1561-151
USDT,11975,deposit,2025-01-18T01:34:03.306458Z,521-1571-1521-1981-1102
NGN,50000,withdrawal,2025-01-18T01:35:13.202001Z,541-1991-1521-1561-157
NGN,46000,withdrawal,2025-03-12T14:10:24.38521Z,511-1501-1521-1971-1101
NGN,40001,withdrawal,2025-01-18T01:36:36.924349Z,1001-11001-1521-1561-154
NGN,16387,withdrawal,2025-01-18T01:37:15.446986Z,971-1561-1521-1971-1102
NGN,3100,deposit,2025-03-12T15:32:47.446884Z,551-11021-1521-1971-199
ETH,0.6432863,deposit,2025-01-18T01:37:55.317419Z,1011-1561-1521-1981-151
NGN,50000,withdrawal,2025-01-18T01:38:25.734002Z,991-1501-1521-1981-199
NGN,5000,withdrawal,2025-01-18T01:38:26.646929Z,491-1511-1521-1981-197
USDT,150.1,deposit,2025-01-18T01:39:57.826379Z,1021-1511-1521-1571-157
NGN,600,deposit,2025-03-12T14:10:30.521723Z,551-11021-1521-1971-199
NGN,7600,withdrawal,2025-03-12T15:32:47.576011Z,521-1571-1521-1971-1100
NGN,10003,withdrawal,2025-01-18T01:42:58.623981Z,571-1561-1521-1981-156
NGN,13567,withdrawal,2025-03-12T17:45:14.549461Z,531-1991-1521-1561-157
NGN,153383,withdrawal,2025-01-18T01:44:35.69777Z,521-11001-1521-1981-157
BTC,0.00029498,deposit,2025-01-18T01:46:57.403249Z,491-11021-1521-1571-199
BTC,0.00161874,deposit,2025-01-18T01:46:57.552533Z,521-1521-1521-1981-156
DOGE,5609.484315,deposit,2025-01-18T01:45:54.190339Z,1011-1561-1521-1981-151
BTC,0.00267668,deposit,2025-01-18T01:47:01.003443Z,1001-1481-1521-1561-149
BTC,0.00292438,deposit,2025-01-18T01:47:11.74372Z,571-1991-1521-1561-197
BTC,0.00019634,deposit,2025-01-18T01:47:23.518972Z,991-1491-1521-1571-198
BTC,0.00059,deposit,2025-01-18T01:46:59.513527Z,541-1991-1521-1561-157
BTC,0.00132272,deposit,2025-01-18T01:47:05.084067Z,981-11021-1521-1971-1100
